"Geneid","SVG09","SVG10","SVG11","SVG12","SVG13","SVG14"
"Mb0247C",3364,4805,4011,5249,4442,4005
"Mb1113",3241,4281,3359,3305,2657,2109
"Mb1797",2238,2718,2025,2881,2595,1646
"Mb2700",3728,4365,3786,3871,3530,2650
"Mb3811",5428,4749,5323,3306,2596,2772
"Mb2250",1527,1650,1582,3267,1991,2390
"Mb1458",2751,2748,2614,2439,1941,1812
"Mb1946C",2233,3160,2336,1737,1180,1604
"Mb3804",3376,3475,3572,3037,2316,2314
"Mb2393C",3620,3234,3379,2616,2146,1907
"Mb0230",4075,5286,4512,4012,2964,3057
"BQ2027_TRPT",4780,3860,4414,2394,2177,2383
"Mb3168C",1919,2163,1866,3996,5168,2381
"Mb0517C",2859,3037,2927,2697,2827,1918
"Mb3347",1490,1779,1632,2744,2197,2441
"Mb1158C",3648,4683,3897,2473,1540,1943
"Mb2377C",1337,1375,1320,2128,1759,1778
"Mb1238",3206,3697,3370,3069,3227,2214
"Mb0800",4705,4889,4917,3891,2998,3109
"Mb0442",4278,4191,4125,3116,2938,2331
"Mb0277C",2608,2491,2265,3154,3345,2233
"Mb1413C",2657,2665,2295,2052,1828,1391
"Mb3050C",2272,2948,2418,3096,2482,2375
"Mb0228C",2374,2507,2466,2289,1813,1850
"Mb1720",3413,4767,3692,2862,2379,2210
"Mb3725",2520,2848,2643,2629,1940,2392
"Mb1163",1705,2010,1896,2495,1762,1754
"Mb0371",4082,3951,4323,3900,2927,3510
"Mb0037C",2651,2721,2700,3155,2288,2551
"Mb1380",3922,4245,4018,3308,2388,2849
"Mb0183",2736,2996,3042,3453,2944,2623
"Mb2401C",2363,2174,1977,3157,1697,2319
"Mb2421C",1626,1588,1738,2393,1268,1998
"Mb3254C",2878,2903,2799,2682,2060,1979
"Mb2094C",3646,3817,3793,2654,1980,2119
"Mb1308",2123,2646,2402,2295,1836,1687
"Mb2869",1047,1659,1423,3480,2061,2612
"Mb2537",3605,3884,3696,3445,2472,2737
"Mb3061",1743,2342,2027,3239,2356,2246
"Mb2867C",4122,4405,4026,3230,2835,2694
"Mb0552",3103,3556,3172,2559,1970,1711
"Mb2980",2938,3554,3490,2941,1974,2718
"Mb2613",930,1014,1032,2452,1296,2059
"Mb1684",579,1361,681,2100,843,1445
"Mb2032",3547,2999,3445,3173,2514,2104
"Mb2623C",4558,5456,4622,3308,2839,2318
"Mb0557C",4045,4322,3850,3371,2541,2443
"Mb1562",3981,4195,4341,1775,1754,1496
"Mb3746",2695,3482,3359,3310,2460,3170
"Mb3954C",4456,3895,4442,2376,1762,2377
"Mb0821C",2077,2281,2497,2646,1982,2280
"Mb0654",2394,2152,2362,2465,1679,2390
"Mb1873C",2969,3553,3081,2859,2567,1940
"Mb3406",4221,4482,3883,2533,2672,1893
"Mb3950C",5977,5663,5728,2053,1779,1551
"Mb0482C",5218,4762,5197,2979,2531,2520
"Mb1941C",3268,3162,3160,2548,2703,2150
"Mb1961C",952,1217,1030,2059,1830,1702
"Mb2009",3491,3476,3579,4582,3595,4036
"Mb2582C",4515,5559,4541,2605,1887,1581
"Mb1596",2838,3912,2960,3342,2118,1997
"Mb2704",2042,2261,2303,3902,4264,2615
"Mb2264C",1157,1431,1340,2776,1802,2112
"Mb2800C",3833,3741,3984,3268,2584,3064
"Mb0039",3863,4084,4221,3393,2876,2484
"Mb1862",4367,3479,4289,2579,2219,2182
"Mb2080",1913,2084,2158,3230,2706,2401
"Mb2643C",1506,1900,1694,2477,1682,1980
"Mb2154C",3396,3534,3302,2743,2337,2087
"Mb2093C",3707,3873,3743,2878,2163,2238
"Mb2311",1532,2113,1806,2263,1292,2234
"Mb1819",2809,2148,2578,2058,2381,2229
"Mb0547C",1638,2078,1953,2881,2092,2197
"Mb1188C",1494,1585,1355,2117,1878,1580
"Mb2751C",1477,1996,1750,3121,2040,2034
"Mb1095",1197,1526,1299,2684,1744,1807
"Mb3119C",9620,7201,8383,3855,2829,2237
"Mb0931",3605,3597,3581,2203,1547,1904
"Mb1503C",1118,1421,984,1637,1232,975
"Mb3294C",5247,5694,5253,3293,2256,2221
"Mb1876C",4039,4316,3817,3063,2398,1777
"Mb3321",1586,2274,1546,2843,2083,1745
"Mb3633C",3137,3332,3057,2967,2357,2709
"Mb1666C",1412,1837,1540,4007,3281,2452
"Mb0325C",3485,3826,3671,3318,2763,2582
"Mb1480C",2226,2699,2233,3144,2983,2419
"Mb0207C",3600,3676,3669,4248,3505,3174
"Mb1414",1346,1553,1609,3291,2025,2750
"Mb0884C",5228,5441,5601,2608,2064,2108
"Mb2372C",3374,3376,3218,3174,2870,2506
"Mb1649C",1663,1651,1728,1890,1321,1540
"Mb1172",2133,3156,2550,2615,1597,2187
"Mb3457C",3701,4120,3443,1847,1211,1455
"Mb0417",3021,3921,3359,2659,2428,2028
"Mb0095",1594,1961,1705,2691,1841,1807
"Mb0508",2110,2192,2078,2892,2050,2159
"Mb3698C",3078,3804,3663,2600,2026,2459
"Mb1336",3379,3371,3687,2374,1764,2052
"Mb0751",2625,2423,2583,3384,2751,2486
"Mb2983C",1079,1190,1254,2839,1719,2614
"Mb1439",3519,3648,3427,2408,2020,1952
"Mb0651C",3799,3811,3910,2744,2041,2189
"Mb1886C",3599,3233,3603,3500,3039,2737
"Mb3433",3826,5125,4460,2336,1444,2062
"Mb0406C",2294,2584,2214,2669,1986,1634
"Mb0796C",2344,2395,2752,3602,2265,3036
"Mb0974",3355,3755,3559,2881,2264,2392
"Mb2076",789,596,736,2307,1817,2170
"Mb2486",2206,2335,2462,3850,4706,2993
"Mb1924",1050,1365,1149,3300,3601,2236
"Mb3256",2928,4058,2994,2815,2230,1694
"Mb2298",5850,5925,6335,2402,1112,2348
"Mb2316",719,1038,984,2148,1241,1813
"Mb2759C",4219,6046,4623,3744,2628,2153
"Mb1443",3761,4335,3753,3222,2254,2269
"Mb1140",3815,3094,3311,2797,2583,2282
"Mb2373C",3355,4080,3738,2994,2271,2418
"Mb2299",2969,3188,3406,2490,1141,2139
"Mb3006C",2053,2812,2274,1799,1277,1257
"Mb2144C",836,1138,1136,2603,1890,2136
"Mb0822C",2673,3385,3376,2593,1698,2182
"Mb0397",2003,2220,2301,2849,1938,2194
"Mb1335",3205,2942,3448,2359,1807,2112
"Mb1297C",2423,2303,2405,4327,4107,3586
"Mb3865",4419,3895,4329,2881,1855,2223
"Mb0434C",2079,2243,1984,2332,2198,1821
"Mb0463C",3712,3368,3726,3057,2839,2753
"Mb0486",3252,3276,3333,3051,2640,2473
"Mb2165C",1206,1318,1281,2483,1469,1962
"Mb3910C",1544,1553,1558,3065,2611,2221
"Mb2400C",4799,4247,3862,3015,1740,2348
"Mb1851",2952,3391,3055,2695,2147,2001
"Mb0812",3801,3901,3813,2937,2398,2228
"Mb3717",1574,1811,1895,2743,2308,1860
"Mb0782C",740,781,841,1969,1602,1704
"Mb3718",1918,2512,2091,3046,2693,1891
"Mb2491C",1395,1409,1329,2209,1553,1588
"Mb1153",3322,4077,3733,2390,2113,1977
"Mb0456C",1745,1180,1226,2789,2811,2034
"Mb1506",1357,1168,1465,1875,1299,1682
"Mb3809",4059,3861,4150,2529,1924,2297
"Mb2160C",2405,3123,2600,2897,2473,1928
"Mb2919C",2414,2654,2527,3006,2126,2138
"Mb1663C",2467,2058,2452,2466,2054,2052
"Mb2619C",3580,3410,3722,2997,2391,2502
"Mb0705",1710,1498,1599,2430,1721,2129
"Mb3283C",2614,3216,2865,3311,2508,2399
"Mb0188C",5794,5943,5913,2718,2264,2110
"Mb3705",2112,2253,2479,3017,1903,2481
"Mb1232",3690,3464,3609,3009,2289,2341
"Mb3224C",1912,2309,2047,3318,2088,2437
"Mb1495",3042,2007,2455,1341,1548,873
"Mb3448C",3162,2787,2938,2843,2663,2259
"Mb2120C",4748,4243,4536,2940,2929,2336
"Mb2189C",2722,2778,2729,2225,1915,1800
"Mb0041C",2534,3149,2985,5215,4333,3596
"Mb3788C",1242,1757,1483,2449,2513,1932
"Mb3300",3494,3187,3349,2529,2085,1628
"Mb0692",1453,2183,1640,2341,1765,1674
"Mb3723C",3107,3364,3133,2357,1855,2364
"Mb2253C",1153,1648,1300,2143,1551,1721
"Mb1718",2116,3628,2446,2392,1434,1394
"Mb1982",1912,2859,2277,2863,2052,2259
"Mb2231",2009,2450,1997,2537,2088,1521
"Mb0971C",1983,2095,2086,2379,1986,1758
"Mb2650C",2312,2470,2276,2464,2455,1945
"Mb0783C",468,519,534,1786,1545,1619
"Mb3196C",12420,9200,11100,3539,2969,2813
"Mb1126",2572,2403,2686,3144,1973,2804
"Mb0231C",2220,3266,2767,3358,2337,1966
"Mb1660",4003,4375,3821,2386,2172,1762
"Mb0916",1175,1815,1702,2899,1687,3270
"Mb1760",2222,3003,2341,2175,1694,1873
"Mb3170",3233,3661,3446,2707,2166,2324
"Mb3128C",1257,1246,1431,3137,2350,2575
"Mb1240",3098,3655,3260,2675,2082,2015
"Mb0487",3419,3538,3294,2497,2239,1904
"Mb0236",1204,1234,1434,2988,2670,2315
"Mb2587",2405,2432,2405,1887,2642,1418
"Mb2703",1963,2309,2235,3646,3371,2508
"Mb3773",1275,1060,1331,2602,1682,2418
"Mb2939C",1841,2341,1892,2509,1702,1708
"Mb2709C",1218,1499,1449,2437,1823,1783
"Mb2029",6218,4517,5893,3895,1960,3509
"Mb1034C",2661,2823,3039,3173,2042,2350
"Mb2801C",5594,5038,5419,2916,2709,2147
"Mb3868C",3372,3537,3359,2305,1758,1715
"Mb1121",1483,1778,1199,2221,1561,939
"Mb2498",4212,4122,3925,2708,1930,2114
"Mb0519",3302,4013,3807,3134,3080,2599
"Mb0415",2157,2506,2397,2390,1673,1773
"Mb1420",1157,1380,1088,2730,2467,1440
"Mb0056",1857,2025,2198,2576,1610,2223
"Mb1249C",1247,1274,1197,3177,2465,1516
"Mb1584",2469,2547,2624,2561,1905,2096
"Mb2761",2117,2287,1974,2428,2210,1485
"Mb2059C",663,846,653,2449,1361,1475
"Mb0532C",3544,3251,3484,2434,1753,2010
"Mb0573",2619,2695,2684,2756,2119,2095
"Mb2529C",1917,2308,1962,2452,2255,1756
"Mb2215C",3008,3750,3239,2604,1854,1638
"Mb1018C",521,463,498,1660,1209,1497
"Mb2255C",1254,2179,1544,2174,1240,1352
"Mb3212C",2739,2654,2925,2813,2186,2267
"Mb1029C",1006,1212,1183,3076,1764,2447
"Mb2817C",2633,3752,2860,2312,1580,1708
"Mb1494C",6492,5859,6103,2898,2440,2352
"Mb1680",411,1194,575,1143,437,801
"Mb3333C",2036,2566,1938,2360,1699,1727
"Mb3877",2895,2380,2790,2942,2692,2550
"Mb2562C",2767,2739,2844,2406,2233,1688
"Mb2823",2573,3305,2587,2787,2503,1558
"Mb1721",2881,4010,3102,2459,1973,1849
"Mb3405C",2724,2990,2468,1421,1284,891
"Mb2095",3270,3317,3317,2539,1386,2273
"Mb3837C",1861,2143,1962,2287,1751,1560
"Mb1866C",3142,3216,3317,2710,2278,2014
"Mb1234",2922,3637,3403,2673,1943,2269
"Mb2591",969,1167,1094,1667,1297,1577
"Mb0795",2823,3357,3068,2489,2119,1836
"Mb1451",3794,4382,4164,2446,2177,2042
"Mb2937C",858,1295,1070,1780,1463,1753
"Mb2385C",3959,4162,3729,2809,2235,2068
"Mb2895C",2880,3122,2946,2472,2061,1657
"Mb3233",3057,3133,3085,2700,2208,2238
"Mb2750",1285,1364,1239,2231,2138,1658
"Mb2110",1185,1222,1147,2284,2351,1551
"Mb3938",1965,2355,2275,2461,1767,1898
"Mb3612C",6460,7477,6521,3093,2668,2145
"Mb3411C",3454,3727,3510,1905,1811,1790
"Mb3616",5164,5034,4831,2006,1855,1461
"Mb1197",1271,1487,1369,2581,1631,2007
"Mb3000C",1068,1253,1328,1674,1163,1383
"Mb0555C",4874,5705,4720,2822,2263,1737
"Mb0833C",2584,1928,2373,2049,2034,2173
"Mb0154",3124,2403,2794,2616,2040,2259
"Mb2207C",2200,2348,2615,2259,1850,2040
"Mb2483C",5480,5258,5281,3206,3374,2314
"Mb1020",1906,2323,2197,2880,2689,1944
"Mb0700",2742,3119,3117,3067,2528,2528
"Mb3391C",2941,3307,3210,2570,1800,1993
"Mb2212C",2048,2494,2057,2973,2343,2086
"Mb2795C",2408,2975,2641,2434,2248,1760
"Mb1794C",3413,3256,3423,2183,1661,1626
"Mb3465C",1863,1795,1914,3179,2599,2649
"Mb3280C",29831,7770,19348,4832,1946,3265
"Mb0303C",3911,4378,4131,2971,1997,2552
"Mb3277C",14093,4062,9083,4050,2297,3086
"Mb0876C",807,1114,962,2178,2000,1573
"Mb1265C",3751,3555,4088,3475,2396,2772
"Mb2170C",3450,3270,3302,2266,2121,1995
"Mb0293",2204,2615,2338,1958,1446,1509
"Mb3658C",1256,1459,1519,3107,2001,2653
"Mb0707",1189,1064,1117,1761,1558,1375
"Mb1727",2803,2845,2577,1778,1658,1382
"Mb3953C",3320,3218,3510,2195,1714,2125
"Mb2249",2782,2923,2937,2713,1888,2405
"Mb3713C",3853,3561,4029,2716,2471,2146
"Mb2970CA",2363,2120,2326,2503,1834,1888
"Mb1561",6540,6041,5744,2590,2630,1817
"Mb2963",3587,3746,4046,3710,2113,3318
"Mb1075C",4732,3842,4398,2227,1664,1905
"Mb0582",1592,1753,1909,2348,1470,2203
"Mb1940C",2412,2672,2558,2867,2582,2284
"Mb0538",3209,3916,3029,2041,1411,1646
"Mb0073",4958,5312,5224,2395,1990,2157
"Mb0083",2897,1556,2425,3102,649,3735
"Mb3730C",3525,3725,3321,2650,2956,1954
"Mb2175C",2466,2462,2355,2928,2588,2187
"Mb2122C",2091,2011,2045,2651,2104,1596
"Mb2799C",4266,3778,4092,2896,2069,2339
"Mb1476C",901,1436,878,2169,1703,839
"Mb0908C",2771,2751,2939,2731,1951,2103
"Mb2698",3420,3845,3476,2702,1882,1972
"Mb3642C",863,902,892,4862,4318,3323
"Mb1772",2897,3478,2831,2354,2280,1760
"Mb0663C",1459,1185,1479,2414,1964,2273
"Mb1737",3677,4286,3690,2572,1857,1984
"Mb1694C",2873,2697,2891,2308,1996,1688
"Mb0206",1719,2145,1942,2306,1431,1795
"Mb0893C",3976,3813,3395,2755,2601,1602
"Mb0867C",2862,2976,2873,2768,2027,2234
"Mb1673",1889,2060,1868,2596,2855,2120
"Mb0652",2532,2422,2610,2680,2208,2750
"Mb1689",2345,2605,2040,2250,2782,1463
"Mb2450C",2736,2749,2594,2175,1585,1678
"Mb1667C",1408,1390,1519,2382,1930,1810
"Mb3374",1919,1907,1958,1722,798,1505
"Mb3541",1813,2347,1547,1988,1681,820
"Mb2733",4417,4244,4557,2564,1884,2538
"Mb0262C",1082,1335,1219,2148,1443,1452
"Mb3723A",2344,2415,2406,1927,1656,1981
"Mb3407",2598,3270,2563,2239,1631,1565
"Mb1706",1618,2681,1911,2255,1774,1603
"Mb2263C",1733,1625,1650,1573,1324,1438
"Mb1247C",1072,1282,1084,2248,1894,1412
"Mb0186C",2683,2974,2727,2306,1583,1791
"Mb3529C",1582,2070,1817,2362,2206,1901
"Mb0310",3016,3144,2946,3986,3090,3179
"Mb0271C",2536,3176,2677,2140,1532,1592
"Mb3601C",4657,4121,4201,2615,2692,1832
"Mb1099C",1702,1629,1906,1804,1483,1433
"Mb0574C",4246,3285,4086,3118,2340,2293
"Mb3494",2933,3015,2931,2780,2126,2316
"Mb2495A",1124,1303,1225,1873,1565,1574
"Mb0834C",3012,3038,3067,2310,1916,1768
"Mb1651C",1860,2196,2032,2011,1832,1568
"Mb0012",2334,2404,2473,2644,2052,2124
"Mb2590",251,300,275,1463,1136,1049
"Mb3057",2365,2917,2612,3093,2079,2070
"Mb0842",3667,3807,3575,2370,1851,1845
"Mb3820",1006,1107,1164,2673,1925,2088
"Mb3629C",1467,1294,1582,2718,1508,2411
"Mb0823",1544,1909,1522,1898,1174,1282
"Mb2660C",18319,9401,15631,5905,990,5990
"Mb0221C",2837,2947,3233,2513,1845,1866
"Mb2861C",3132,3836,3002,2436,2045,1469
"Mb0191",2943,3489,3045,1856,1365,1383
"Mb3101",2545,2279,2336,1630,1483,1013
"Mb1290",1287,1553,1429,1281,753,1191
"Mb2493C",771,477,653,718,634,493
"Mb0398C",2233,1936,2126,1315,1044,1102
"Mb0499",3595,3239,3213,2161,1542,2091
"Mb2186C",1282,1399,1190,1493,1589,737
"Mb3235",3998,2843,3848,2911,2252,2357
"Mb0797C",2168,2310,2301,2561,1656,2190
"Mb1907",2671,2458,2646,1767,1556,1597
"Mb2354",9763,6467,8151,3441,2965,2024
"Mb0160",2666,2973,2959,3115,1687,2613
"Mb0679C",2396,2084,2214,2839,2707,2228
"Mb2441C",1799,2321,2085,2644,2091,2062
"Mb2719",1283,1514,1491,2163,1313,1894
"Mb3537",1051,1528,920,1514,1229,747
"Mb0595C",1630,1783,1615,2851,2958,1880
"Mb1897",843,1193,1024,1650,1013,1228
"Mb1954C",2108,2396,2419,2707,2167,2223
"Mb3492",591,596,660,915,763,690
"Mb1312C",2228,2631,2466,2834,1961,1986
"Mb2449C",2891,3033,2792,2077,1684,1677
"Mb2224",1933,1911,2076,2722,1930,2145
"Mb2992C",1291,1623,1599,1747,1383,1331
"Mb0602",3763,3421,3781,2397,1954,1760
"Mb2568C",2421,3208,2322,1924,1375,1035
"Mb0445C",1829,2106,1870,1933,1350,1402
"BQ2027_FADD15",867,873,902,1998,1830,1833
"Mb1418",949,1021,957,2114,1538,1375
"Mb2530C",1648,2011,1766,2228,1988,1657
"Mb3527C",1344,1883,1480,2532,2361,1742
"Mb1881",2601,2569,3027,2203,1727,1512
"Mb3402",1623,2308,1474,2017,2046,1074
"Mb3821",830,1085,947,2266,1744,1304
"Mb1695C",1663,1922,1630,2066,1346,1285
"Mb0079C",205,235,249,1431,1094,1277
"Mb3284C",2557,3567,2807,2659,1955,1702
"Mb1491C",1203,1304,1412,2209,836,1644
"Mb3309",1707,1612,1701,2238,1625,1898
"Mb3586C",5258,7119,5559,2322,1845,1797
"Mb3752",2315,2322,2383,2237,1545,1976
"Mb3955C",2824,2549,2862,2154,1452,2013
"Mb2551C",3059,4084,3654,2815,1848,1975
"Mb0501",2522,2367,2240,1879,1414,1478
"Mb2071C",2545,2413,2383,2509,2201,1833
"Mb3104",1011,1210,1179,2272,1520,1695
"Mb2718C",1039,958,1020,2233,1389,1873
"Mb0324",2240,2223,2242,3205,2087,2258
"Mb0043C",2519,2797,2906,2401,1693,2138
"Mb2942C",5240,5207,4685,1875,1638,1390
"Mb2552C",2648,3326,3177,2519,1755,2112
"Mb0759",1582,1752,1466,3359,2978,2103
"Mb3156C",3398,2990,3475,5834,1756,5120
"Mb2803",3507,3209,3518,2464,2660,1963
"Mb2528C",1835,1841,1649,1902,2040,1605
"Mb3364",2925,3165,2995,4118,3945,2803
"Mb1314C",2968,3077,3058,2398,1712,1900
"Mb1623",2167,2223,2143,2267,1661,1878
"Mb1888",6083,4270,5611,3768,3056,2652
"Mb2480C",901,856,781,1948,1612,1644
"Mb3293C",2804,3127,2750,2152,1587,1731
"Mb2620",3086,3363,3247,2019,1757,1532
"Mb1501",2001,1459,1856,1640,1974,1310
"Mb1478C",1225,1428,1243,1955,1527,1518
"Mb2535",1687,1646,1731,2715,2176,1894
"Mb3109C",751,956,891,2748,3024,2109
"Mb1489C",1477,1616,1555,2386,1867,1633
"Mb1460",3301,3775,3339,2366,2467,1949
"Mb0268C",963,1215,1000,1831,1681,1292
"Mb3785C",4117,4730,4185,2120,1634,1758
"Mb1262C",1057,1268,1203,3203,3314,1803
"Mb2266",3004,3543,2967,2201,1560,1599
"Mb0064",1834,1818,1966,2248,1506,1494
"Mb1433C",6330,4946,5791,3511,3463,2172
"Mb1634C",1570,1396,1587,1931,1527,1641
"Mb3216C",1099,1092,1146,2148,1437,1809
"Mb3521",2297,2139,2202,2414,2724,1864
"Mb0213C",3545,2804,3808,3317,2878,2491
"Mb3361C",3712,4296,3758,2980,2668,1906
"Mb2612C",2571,2655,2358,1279,818,911
"Mb3696C",2601,2898,2653,2243,1752,1635
"Mb1939",2700,2559,2613,2848,3524,2315
"Mb1715",1535,1739,1619,1629,1013,1548
"Mb3365",2427,3227,2459,3313,3644,1769
"Mb0210C",2352,2874,2543,3126,2179,2053
"Mb0389C",3407,3668,3217,2000,1534,1344
"Mb1239",3108,3308,2801,2003,1539,1385
"Mb0349",1706,1639,1717,1146,1074,859
"Mb3884C",12584,2419,5278,1691,2017,1348
"Mb1500",2106,1781,1914,1405,1704,1087
"Mb3704",2953,3234,3639,2357,1394,2185
"Mb2981",3058,3625,3393,2154,1585,1881
"Mb3945",633,471,721,1471,1337,1234
"Mb1252C",2874,3218,2970,2722,2234,1920
"Mb2711",1820,2050,2050,2671,2010,1950
"Mb1399C",3230,3180,3412,2127,2175,1655
"Mb3123",3528,2613,3555,2898,2189,2310
"Mb1627",1425,1231,1412,1234,814,973
"Mb2882C",2251,2415,2524,2195,1669,2079
"Mb0569",951,995,1071,1791,1007,1476
"Mb2038C",3185,3009,3091,1900,1448,1354
"Mb1111",2974,3246,2993,2122,1590,1799
"Mb3720",2802,3070,2788,2093,1677,1779
"Mb0346C",2708,3283,2816,2072,1927,1592
"Mb3133",2316,2619,2508,2051,1818,1616
"Mb1453",3472,3469,3532,2604,1804,2255
"Mb3186C",1104,914,1035,1712,1824,1249
"Mb0256C",678,817,789,3559,3372,2032
"Mb1028",2863,3091,3018,2165,1593,1747
"Mb1130",1325,1298,1250,1738,1381,1436
"Mb3444C",1945,2167,1982,2302,1816,1656
"Mb2172C",2624,2481,2382,1823,1532,1299
"Mb2466C",1685,2162,1641,1636,1198,897
"Mb2226",1210,1161,1365,1933,1415,1693
"Mb2015C",1446,1097,1160,2002,1715,1352
"Mb0885C",3511,3822,3644,2233,1592,1655
"Mb1281C",2591,2987,2748,2668,2328,1999
"Mb2443C",1736,1941,1804,2132,1734,1703
"Mb0444C",1476,1813,1629,2414,1762,1777
"Mb3650C",2151,2496,2155,2094,1525,1407
"Mb2305",1386,1864,1493,1317,771,1269
"Mb0030",2168,2448,2217,2098,1535,1668
"Mb3447C",1706,1792,1721,2710,2641,1931
"Mb3310",1878,1766,1871,2456,1715,2139
"Mb0158C",1405,1642,1508,1943,1547,1540
"Mb1493C",3364,2962,3228,2501,1806,2102
"Mb3632C",1775,1838,1747,2387,1832,1711
"Mb3947C",5590,4804,5313,1976,1906,1761
"Mb1617",982,1080,1047,1966,1234,1438
"Mb1437",2695,3850,2831,2103,1761,1294
"Mb3089",2395,2347,2415,1504,1110,1135
"Mb0081C",2709,2387,2598,1948,1464,1771
"Mb1739",2935,3839,2939,1890,1437,1300
"Mb1236C",1738,1773,1890,2555,1799,1875
"Mb2060",294,158,215,559,481,465
"Mb3029",1441,1347,1419,1248,1064,1061
"Mb0234C",2338,2227,2243,2586,2168,1998
"Mb3227C",2776,3510,2896,1048,916,594
"Mb1778C",981,1595,1202,1921,1098,1624
"Mb0601",3969,3343,3953,2233,1607,1699
"Mb0653",1218,1074,1216,1759,1120,1709
"Mb3261C",2251,2643,2472,2212,1736,1760
"Mb0624",2176,1771,2104,1829,1546,1575
"Mb2885C",3629,3957,3715,2520,1704,1981
"Mb3630C",1517,1539,1547,2610,2136,1995
"Mb1186",3466,3094,3480,2467,2499,2080
"Mb1100C",2023,2116,2163,1980,1556,1639
"Mb2692",1253,1307,1436,2216,1516,1829
"Mb0650C",1895,1939,2063,1944,1286,1462
"Mb3886C",3084,3355,3304,2483,1902,1926
"Mb0421",1709,1998,1700,1669,1236,1112
"Mb0801",2913,3214,2951,2361,1740,1888
"Mb0368",3812,3113,3514,1938,1638,1743
"Mb1456",2648,2680,2680,1953,1319,1522
"Mb2884C",2449,2952,2593,2226,1374,1607
"Mb3336",1674,2580,1758,2344,1762,1616
"Mb0288",295,525,307,324,209,294
"Mb2318",2273,2208,2273,1876,1694,1498
"Mb0844C",3564,3268,3510,2470,2129,2020
"Mb0309",3281,2765,2779,2603,2096,2102
"Mb2006C",1656,1627,1642,1762,1009,1723
"Mb2872C",3460,3482,3211,2023,1652,1523
"Mb0304C",1934,1811,2239,2688,1948,2242
"Mb1674",2738,2529,2776,1938,1496,1859
"Mb2008",1428,5760,2191,4569,1462,4668
"Mb1775",1735,1851,1778,2187,1690,1642
"Mb1421",1193,1989,1730,1114,510,1338
"Mb2108",1486,1540,1596,2476,2131,1727
"Mb3745C",914,1084,1092,2032,1291,1803
"Mb1454",2762,2232,2584,1734,1142,1696
"Mb3744",1934,1621,1892,2125,1610,1784
"Mb3693",1840,2014,2108,2352,1665,1917
"Mb2433C",1370,1174,1471,2480,2186,1632
"Mb1628",1290,1192,1152,1157,844,942
"Mb0413",1992,2263,1791,1889,1509,1418
"Mb0058",3526,3795,3822,1812,1072,1518
"Mb2622",2804,2413,2416,2405,2552,1278
"Mb2809C",1937,1981,2087,2468,2229,1834
"Mb2193",878,1108,1139,2103,1268,1614
"Mb1381",1979,2073,2036,2170,1758,1855
"Mb2075C",1543,1596,1647,2228,1626,1961
"Mb1373",2534,2817,2614,2245,1831,1693
"Mb2713C",3345,3399,3753,2122,2000,2107
"Mb0805C",1562,1900,1911,1986,1407,1644
"Mb0013",3543,3355,3740,2507,1761,2232
"Mb3303C",1408,1748,1567,1791,1317,1242
"Mb0227",5338,5216,5329,2746,2134,2205
"Mb1675",1678,1575,1729,2380,1694,2016
"Mb3668C",3094,3016,2928,1767,1323,1301
"Mb0511",2555,2764,2624,2186,1372,1816
"Mb0362C",2241,2281,2284,2189,2004,1704
"Mb1893",1194,1364,1083,2089,1781,1568
"Mb1809",2759,2914,2970,2572,2021,2134
"Mb2091",1880,2719,2104,2249,1524,1359
"Mb3606C",461,640,577,1707,998,1279
"Mb3784C",4212,5850,4671,1946,1724,1461
"Mb3808",2261,2251,2251,1931,1416,1472
"Mb1154C",1337,1654,1549,1785,1376,1310
"Mb3320",965,1289,1048,1789,1284,1341
"Mb3883",1369,1856,1545,1962,1929,1671
"Mb0102",947,861,860,1925,1408,1430
"Mb0952",1611,2079,1866,1408,948,1282
"Mb3127C",875,789,822,2260,1625,1954
"Mb3058",1979,2009,2240,2388,1759,1663
"Mb0151",4123,3077,3807,1582,1142,1648
"Mb3620",1338,1705,1502,2645,1571,1747
"Mb2196",3783,3827,3780,2270,2022,1844
"Mb3243C",2509,2760,2768,1919,1376,1728
"Mb1027C",3943,3451,3688,1693,1290,1293
"Mb2624C",3538,4298,3660,1974,1743,1392
"Mb1136C",3321,3512,3359,2190,1851,1839
"Mb1693",971,1011,995,2027,1820,1581
"Mb3848",1317,1555,1582,1841,1470,1847
"Mb1089",1240,1510,1436,2121,1566,1971
"Mb1917C",586,688,681,2068,1741,1602
"Mb0361",1314,1600,1140,2317,1714,1775
"Mb2376C",1922,1750,1744,1361,1130,988
"Mb1738",2861,3739,2998,2161,1755,1686
"Mb1297CA",1345,1570,1426,1941,1723,1473
"Mb1276",1831,2003,2011,3246,1866,2335
"Mb3289",1396,1603,1626,2134,1534,1767
"Mb0973C",2319,2774,2772,2467,2015,2289
"Mb0261C",882,1128,981,1369,1051,949
"Mb0690",2131,2347,2262,1882,1502,1529
"Mb2317",2268,2313,2461,1816,1430,1463
"Mb0435C",1687,2150,1846,2118,1501,1815
"Mb2256C",1210,1936,1490,1618,965,1079
"Mb2306",1249,1603,1298,1486,1025,1310
"Mb3843C",1057,992,972,1388,1058,931
"Mb2409C",4323,4520,3988,2209,1826,1693
"Mb1334",2599,2667,2981,2704,2100,1999
"Mb3525C",1114,1487,1284,2394,2747,1595
"Mb1840",1510,1535,1594,1640,1293,1666
"Mb1502C",660,716,690,2104,1841,1256
"Mb2436C",2581,2699,2672,2174,1781,1775
