"Geneid","SVG09","SVG10","SVG11","SVG12","SVG13","SVG14"
"Mb1465",457,360,469,643,518,458
"Mb1073",520,493,519,667,392,520
"Mb1865",378,365,337,563,577,360
"Mb3211",234,180,266,294,217,257
"Mb0587C",368,284,379,929,272,988
"Mb1132C",536,479,485,558,468,541
"Mb0203",648,503,726,526,327,401
"Mb0143",1337,1257,1334,718,466,645
"Mb2999CB",299,335,312,298,253,291
"Mb1581",411,367,433,619,518,483
"Mb2687",293,291,276,597,583,353
"Mb0347",949,796,984,479,371,386
"Mb3470C",948,1091,967,651,437,434
"Mb1990",330,265,276,430,407,283
"Mb0746C",906,576,742,485,391,364
"Mb3351C",526,532,499,691,832,460
"Mb1246C",392,554,449,752,635,517
"Mb0874C",283,366,296,455,339,334
"Mb3247C",770,953,881,449,405,429
"Mb3287",402,459,469,564,430,504
"Mb0355",389,378,427,415,429,375
"Mb1712C",253,241,248,600,508,506
"Mb2296",483,492,478,458,288,372
"Mb1978C",349,371,321,488,269,419
"Mb0731",1483,1056,1190,525,504,440
"Mb0100",243,193,225,560,392,426
"Mb2824C",456,592,486,535,373,369
"Mb0504C",431,453,380,386,313,225
"Mb1869C",581,602,636,462,392,416
"Mb1185C",513,477,471,392,465,364
"Mb1997C",328,296,332,643,380,525
"Mb2024",210,218,226,279,206,234
"Mb1719",640,740,676,529,362,451
"Mb2705C",486,576,520,616,605,521
"Mb3579C",1506,2024,1680,891,674,608
"Mb0877",177,226,221,528,453,376
"Mb3754",1228,1142,1221,455,410,369
"Mb0282",238,251,256,736,496,543
"Mb2847C",373,433,361,303,279,188
"Mb2202C",558,577,608,582,419,446
"Mb1316",7733,5694,5015,467,343,456
"Mb3398C",317,355,318,477,438,293
"Mb1882",503,648,607,523,410,273
"Mb1216C",689,744,681,474,351,470
"Mb1315",170,146,158,455,365,422
"Mb3053C",532,664,582,517,297,408
"Mb2767C",573,689,594,588,436,548
"Mb2291C",232,275,247,400,343,312
"Mb3360",223,244,249,339,387,249
"Mb1711C",257,296,259,582,495,481
"Mb2007C",759,850,797,574,366,452
"Mb0029",690,612,669,644,556,490
"Mb1147C",349,393,407,585,613,551
"Mb3467",616,619,659,578,584,451
"Mb0637",442,475,370,307,283,165
"Mb1932C",271,457,389,619,380,568
"Mb2853C",333,271,287,491,406,356
"Mb1407",760,800,692,485,446,383
"Mb3570C",591,615,616,629,693,458
"Mb1030",389,548,424,571,404,426
"Mb2672C",651,562,587,539,454,437
"Mb2260C",366,534,400,443,284,243
"Mb3535",322,323,308,478,355,286
"Mb2908",505,663,647,847,791,720
"Mb2852A",337,438,320,584,421,300
"Mb0384",650,715,638,662,529,481
"Mb1925",192,248,221,619,649,319
"Mb0764C",608,500,522,621,438,532
"Mb1526",648,641,659,517,456,426
"Mb2302",351,500,420,361,233,324
"Mb3712C",1274,1347,1347,650,512,591
"Mb3358",392,461,452,541,456,487
"Mb2768",413,474,445,435,275,363
"Mb0107",566,521,589,584,722,364
"Mb0252",540,571,562,493,435,387
"Mb1611C",256,241,214,384,386,310
"Mb0460",279,282,288,421,339,465
"Mb0229C",635,780,758,604,550,535
"Mb3460C",839,977,879,448,361,356
"Mb0122C",245,314,234,406,343,300
"Mb2821C",730,751,688,556,475,475
"Mb1782C",452,509,493,855,753,674
"Mb3316C",416,386,424,561,422,366
"Mb0906",235,259,251,622,461,526
"Mb3458C",1364,964,1111,304,265,267
"Mb3439C",396,387,394,657,569,578
"Mb3278C",3497,827,2237,823,399,624
"Mb0549",680,523,565,430,289,365
"Mb2724C",734,581,683,735,653,692
"Mb3114",198,235,187,485,469,319
"Mb1166C",289,376,280,410,446,291
"Mb1553C",554,638,731,575,579,406
"Mb3376C",256,268,193,462,299,132
"Mb3878",662,589,651,578,442,460
"Mb0996C",204,252,241,752,637,336
"Mb2351",479,466,503,576,392,499
"Mb0117",350,280,338,385,312,349
"Mb1401",426,473,516,457,352,445
"Mb0520",496,579,508,448,432,342
"Mb1093C",317,293,279,476,413,385
"Mb1142",306,289,276,369,236,333
"Mb2917",399,443,432,448,350,278
"Mb3081",583,511,580,449,365,339
"Mb3758",481,454,466,453,283,370
"Mb1209C",730,669,783,808,417,734
"Mb2671",221,245,240,533,550,397
"Mb3197C",1884,1554,1726,630,426,610
"Mb1487C",323,370,226,412,229,183
"Mb2201C",271,335,329,441,314,409
"Mb3161",355,462,357,431,276,338
"Mb1077C",413,345,384,446,337,409
"Mb3025",232,241,237,247,183,274
"Mb0087",702,491,596,1314,266,1162
"Mb1948",348,478,439,314,214,324
"Mb0031",574,567,551,419,365,372
"Mb0069",566,468,469,294,325,266
"Mb2631",233,261,238,568,538,343
"Mb1400C",297,268,323,603,677,412
"Mb1588C",845,882,852,584,522,415
"Mb2725C",320,291,366,286,270,345
"Mb0386",298,246,299,790,594,778
"Mb3816C",348,296,325,371,270,315
"Mb0757",436,413,406,340,285,233
"Mb3306C",327,353,321,456,358,431
"Mb3442",445,355,475,412,305,314
"Mb3183C",335,322,293,406,536,357
"Mb2046C",421,375,426,466,414,366
"Mb3863",444,425,504,654,496,560
"Mb3581",1240,1816,1472,616,458,531
"Mb1997A",246,215,251,579,397,544
"Mb3813",1128,945,1182,488,468,428
"Mb1587",697,705,686,605,403,480
"Mb0609",513,525,577,604,553,542
"Mb3757C",413,467,467,439,360,354
"Mb1543C",450,441,428,350,302,304
"Mb1307C",170,239,188,355,225,265
"Mb2890",383,357,401,545,402,474
"Mb3390C",565,568,533,529,366,372
"Mb0769",342,350,380,668,430,646
"Mb3849",389,395,438,575,332,435
"Mb1060",360,421,382,494,352,392
"Mb1590C",697,736,709,473,411,351
"Mb0809C",316,363,309,389,371,306
"Mb2458C",789,583,670,416,384,490
"Mb0135",255,269,279,388,275,372
"Mb3191C",538,488,519,467,437,370
"Mb1765C",358,425,402,354,258,250
"Mb3401",479,434,507,615,408,521
"Mb0989C",845,883,843,582,408,430
"Mb1131C",416,389,393,524,383,465
"Mb0763",382,495,345,503,484,370
"Mb0848C",438,423,479,571,467,539
"Mb3279C",4363,961,2576,786,337,577
"Mb0536C",269,292,306,531,423,432
"Mb2843C",284,306,299,250,264,221
"Mb1110C",409,506,460,445,361,332
"Mb0408C",575,652,646,665,514,582
"Mb0554",490,561,527,563,375,259
"Mb3441",319,273,344,356,274,302
"Mb3103",321,366,338,478,320,365
"Mb2132",781,347,604,472,357,343
"Mb0157C",562,555,584,461,346,389
"Mb1527",581,606,623,522,396,466
"Mb0814C",340,338,383,359,284,279
"Mb0392",557,563,616,539,393,419
"Mb3059",234,275,233,588,502,395
"Mb2736C",628,589,672,496,384,396
"Mb1557",265,379,309,372,297,325
"Mb0263",485,518,456,435,347,316
"Mb0785C",334,355,349,446,350,358
"Mb3432",472,539,494,355,181,374
"Mb2064C",425,519,444,337,225,285
"Mb0610",964,737,896,507,416,373
"Mb3346",437,444,410,388,314,376
"Mb2279C",650,584,561,341,282,288
"Mb1986C",170,243,194,525,392,388
"Mb0669",277,329,231,499,402,182
"Mb3793C",573,586,627,502,396,408
"Mb3414C",801,863,844,421,386,317
"Mb1713C",244,226,269,523,437,454
"Mb0365",269,303,300,392,243,261
"Mb3875CC",539,592,660,528,401,522
"Mb2347C",698,728,697,603,355,420
"Mb1464",330,456,405,381,337,278
"Mb2021C",374,372,423,562,277,504
"Mb1218C",177,275,196,388,258,264
"Mb3770",1739,1156,1596,707,536,587
"Mb0461",405,340,351,538,314,354
"Mb2039",200,188,198,256,183,219
"Mb3495",809,665,697,383,294,297
"Mb2763C",1078,981,851,409,366,312
"Mb3146",829,761,791,447,322,353
"Mb0917C",728,860,848,462,290,511
"Mb3792",366,454,412,267,273,293
"Mb0383C",247,275,190,357,368,272
"Mb3665C",1627,1365,1441,372,307,312
"Mb3440",191,162,192,240,186,217
"Mb2140",287,300,287,397,243,355
"Mb2521",408,366,370,516,409,445
"Mb2289",1143,973,1110,432,433,338
"Mb2350C",566,581,615,421,258,404
"Mb3115",165,212,189,364,497,300
"Mb1815",591,547,580,295,256,287
"Mb3557",471,392,396,433,411,256
"Mb2689C",265,364,308,531,301,471
"Mb1547",578,534,533,664,430,574
"Mb1768C",589,542,673,608,280,486
"Mb0756",641,629,629,532,407,402
"Mb2897",239,209,217,527,346,467
"Mb1133C",393,273,303,419,287,405
"Mb1171C",521,523,503,380,320,348
"Mb3786",251,326,273,429,376,303
"Mb1201C",488,317,387,422,407,475
"Mb1889",1147,976,1059,583,510,336
"Mb1542C",477,389,423,311,263,269
"Mb2828",284,343,270,526,383,385
"Mb1182C",570,508,540,580,491,445
"Mb3604C",307,347,338,396,305,285
"Mb2988",356,352,410,349,224,302
"Mb0129",252,334,251,376,352,193
"Mb0125C",294,316,275,368,338,247
"Mb2578",419,454,533,386,348,362
"Mb0957",777,710,778,475,427,529
"Mb2706C",409,529,471,427,416,282
"Mb1541",419,296,351,269,385,271
"Mb2066C",445,465,506,327,328,342
"Mb1613C",466,369,359,339,303,266
"Mb3354C",373,334,325,391,493,301
"Mb0409C",637,585,727,727,518,570
"Mb0080",89,100,86,515,302,390
"Mb1802C",185,252,208,439,362,317
"Mb1972",503,458,512,477,507,387
"Mb0632",397,367,405,327,213,279
"Mb0328",266,354,289,551,543,376
"Mb2315C",447,484,473,569,483,378
"Mb0818C",231,233,180,147,155,161
"Mb1777",426,432,494,480,338,348
"Mb2054C",3223,1681,2506,1774,274,1644
"Mb2791C",363,369,397,334,278,209
"Mb3125C",207,150,179,367,364,303
"Mb3160",575,664,621,365,188,287
"Mb2534",329,248,230,314,184,235
"Mb1275C",358,550,314,303,257,166
"Mb3263",569,638,615,466,350,319
"Mb2657C",1692,840,1561,1501,272,1574
"Mb3534",520,432,481,319,265,187
"Mb1195",320,320,289,525,279,376
"Mb0085",733,374,502,690,185,829
"Mb3501",201,285,257,370,315,371
"Mb3217",1110,1007,987,369,319,334
"Mb1568C",287,286,345,529,362,456
"Mb1944C",226,199,220,194,171,177
"Mb2544C",356,379,354,228,174,180
"Mb3572C",548,566,529,427,477,301
"Mb3854C",143,124,145,422,509,276
"Mb3728C",470,523,458,421,471,247
"Mb0683",273,290,300,290,209,267
"Mb1469",191,218,190,300,185,203
"Mb2346C",397,405,368,473,247,325
"Mb1509",313,259,301,250,208,222
"Mb2579C",318,406,325,367,286,265
"Mb1672C",552,547,508,485,439,412
"Mb3660",247,304,225,370,362,364
"Mb2787",159,204,202,349,313,241
"Mb2826",298,387,323,537,463,419
"Mb0280",498,539,512,308,334,261
"Mb1922C",99,151,114,309,309,272
"Mb1744",594,672,615,386,282,236
"Mb3545",530,513,549,364,299,238
"Mb3866",539,545,603,600,438,491
"Mb3536",465,483,410,345,241,265
"Mb3430C",610,745,504,350,179,418
"Mb0645C",316,446,341,268,204,144
"Mb3503C",203,295,270,507,411,407
"Mb1192",354,427,394,468,278,423
"Mb0373C",538,434,509,410,282,312
"Mb0090",716,439,530,1067,244,1031
"Mb2322C",283,314,327,472,363,354
"Mb3499C",484,658,522,336,316,294
"Mb2639",224,247,235,388,208,336
"Mb3732C",217,182,211,559,624,359
"Mb0273",256,290,256,418,370,301
"Mb0840C",465,467,476,381,213,306
"Mb3188C",571,662,522,395,453,327
"Mb1594C",724,653,799,555,506,490
"Mb1748",371,414,416,261,264,217
"Mb0101",196,143,147,306,224,252
"Mb1159C",756,1063,833,259,188,221
"Mb2333C",1009,887,918,318,331,263
"Mb2682",163,149,201,260,306,224
"Mb2051C",207,176,181,314,290,206
"Mb0126C",347,437,370,323,277,274
"Mb3858C",786,727,693,215,217,167
"Mb3580",1370,1588,1453,552,501,457
"Mb1069C",240,304,229,199,151,131
"Mb0760",378,331,333,474,371,409
"Mb0749C",249,323,254,442,292,271
"Mb2183C",112,163,103,220,158,117
"Mb0333",362,442,428,341,271,270
"Mb0326C",240,305,301,423,311,300
"Mb0481C",1403,1143,1297,454,342,378
"Mb1981C",379,568,489,307,241,301
"Mb1971",397,453,453,429,370,352
"Mb1544",226,261,199,496,920,380
"Mb1467",246,285,232,352,275,218
"Mb3189C",476,618,548,411,377,360
"Mb2040",156,142,159,221,163,215
"Mb1994C",187,220,198,359,256,307
"Mb1831C",186,169,173,401,315,224
"Mb3270C",571,576,529,384,272,284
"Mb1951C",277,278,294,286,262,223
"Mb0450C",741,658,704,452,548,326
"Mb1830",217,234,218,264,168,209
"Mb1559C",890,724,792,326,289,225
"Mb1278C",337,313,333,362,229,297
"Mb3242",316,374,379,402,338,385
"Mb1406",561,651,608,365,366,290
"Mb2016C",224,174,187,349,293,260
"Mb1260",311,300,330,353,334,260
"Mb3733C",275,248,318,381,294,277
"Mb3801C",401,477,442,465,487,304
"Mb3533C",390,329,382,308,205,201
"Mb2557C",76,73,89,326,192,241
"Mb0356",147,141,182,256,222,229
"Mb0078C",61,82,66,313,249,289
"Mb1732C",421,495,440,302,220,242
"Mb3933C",601,676,675,332,263,251
"Mb0587CA",223,111,170,581,104,609
"Mb0771C",1539,1315,1499,349,335,329
"Mb3590C",1400,1798,1532,657,386,455
"Mb1346C",674,537,628,424,323,390
"Mb1728C",500,444,547,271,209,181
"Mb2669",259,268,273,443,378,344
"Mb1000C",134,102,127,571,553,218
"Mb1068C",208,180,186,209,142,139
"Mb3622C",297,378,291,362,297,304
"Mb1202C",359,175,247,275,226,306
"Mb0568",474,487,492,389,296,261
"Mb3917C",348,421,395,359,339,265
"Mb2609C",470,382,469,392,450,278
"Mb0717",740,812,754,350,247,320
"Mb1880",557,482,517,306,265,243
"Mb0464C",162,210,173,387,357,274
"Mb0407",406,424,433,469,378,302
"Mb1144",173,158,175,358,263,331
"Mb0331C",336,330,343,337,281,257
"Mb3591",1977,2301,2032,466,412,368
"Mb1614C",516,421,444,228,194,176
"Mb0314",223,222,231,359,231,242
"Mb0939C",238,316,232,220,226,124
"Mb2824A",276,264,300,333,268,353
"Mb3431C",491,642,456,298,183,394
"Mb1067C",348,219,302,321,239,365
"Mb0807",305,294,310,277,195,257
"Mb0839C",248,266,252,297,229,289
"Mb1604C",268,360,338,304,271,238
"Mb3317C",416,382,449,410,269,321
"Mb3592",1222,1739,1404,507,308,349
"Mb3073C",576,347,433,317,291,393
"Mb1709",494,696,552,303,231,249
"Mb0088",641,459,502,932,226,874
"Mb3597C",533,554,512,300,371,234
"Mb3206C",233,240,222,276,201,188
"Mb1586",357,437,356,507,327,391
"Mb1742",434,522,466,365,268,219
"Mb1731C",583,544,551,325,222,234
"Mb2424C",340,365,392,479,359,441
"Mb1754C",275,282,295,319,294,205
"Mb2947C",224,323,286,365,234,209
"Mb3666C",861,696,765,355,342,341
"Mb1769",357,360,338,299,283,275
"Mb0904",250,310,258,509,314,409
"Mb3765C",4328,674,2220,361,237,223
"Mb1963C",264,346,280,224,156,189
"Mb0137C",313,320,323,348,353,235
"Mb2831",343,539,457,249,202,215
"Mb3058A",242,220,260,490,360,302
"Mb3092",280,229,279,419,354,359
"Mb0093",152,173,147,217,129,154
"Mb3022",322,341,281,296,183,256
"Mb0164C",163,197,185,490,409,379
"Mb3205",287,253,285,336,220,292
"Mb2921C",541,527,452,218,168,128
"Mb0279C",223,222,314,261,215,225
"Mb3678C",322,375,346,259,228,179
"Mb2845C",130,91,102,143,124,114
"Mb0098C",539,380,463,246,190,199
"Mb1892",228,183,248,441,342,312
"Mb3932C",514,457,495,249,227,260
"Mb3162",391,443,421,404,287,311
"Mb0999C",128,111,133,460,493,224
"Mb0869C",261,216,273,180,152,174
"Mb1966C",241,373,242,253,190,226
"Mb2380",449,283,375,335,277,256
"Mb1490",287,254,288,360,253,272
"Mb1923C",196,220,206,243,183,235
"Mb3555C",267,228,271,310,297,212
"Mb3099C",666,708,692,430,261,371
"Mb0872",162,156,192,147,92,133
"Mb0778C",955,779,861,475,741,397
"Mb3208",519,404,435,210,236,145
"Mb3160A",113,154,110,272,187,248
"Mb0615C",446,388,394,470,298,370
"Mb3562",427,437,411,351,293,329
"Mb1349C",560,467,509,330,335,302
"Mb0318C",253,350,311,406,304,361
"Mb1178",330,268,330,334,316,282
"Mb0260C",197,216,243,406,295,365
"Mb0065A",185,192,188,211,195,190
"Mb0802C",201,256,246,274,150,171
"Mb2017C",288,200,236,296,363,307
"BQ2027_PROY",482,397,471,378,295,309
"Mb0081A",442,364,445,306,222,298
"Mb3891",266,226,297,496,308,493
"Mb0353",301,285,291,367,317,306
"Mb1987",272,283,278,381,390,316
"Mb3193",136,158,160,403,357,311
"Mb1532",279,302,253,332,213,242
"Mb2922C",478,428,490,262,228,240
"Mb3802C",335,273,279,351,344,252
"Mb1589C",454,517,455,297,241,222
"Mb1145",270,225,270,310,200,265
"Mb3110",82,93,110,220,249,152
"Mb3689C",263,287,299,251,189,256
"Mb2490",5100,6577,6035,131,98,135
"Mb3117",122,151,136,292,166,272
"Mb1938",596,560,515,348,310,325
"Mb2580C",342,436,338,287,228,193
"Mb2969",345,324,328,393,348,304
"Mb2896",141,164,167,435,230,355
"Mb3213C",263,217,282,283,253,241
"Mb1298C",120,167,143,744,542,591
"Mb2499",881,733,789,335,286,291
"Mb3459",716,909,833,344,250,357
"Mb3395",160,194,196,296,173,268
"Mb3827",560,401,483,362,323,333
"Mb2349C",371,366,376,293,164,295
"Mb3583",839,1239,922,450,308,345
"Mb2784C",239,302,262,387,375,255
"Mb3319C",163,196,203,223,191,215
"Mb2274C",68,98,71,320,237,239
"Mb1770",247,209,195,240,224,244
"Mb1714",109,106,168,291,190,192
"Mb2596",306,315,339,340,243,289
"Mb2303C",336,385,348,157,127,221
"Mb0865",201,206,192,214,155,140
"Mb0813C",267,241,296,333,247,273
"Mb2334",452,434,439,218,213,212
"Mb3568",324,310,311,300,238,272
"Mb0668",287,373,230,411,335,199
"Mb3582",848,1197,922,370,265,277
"Mb3147",517,461,582,319,304,286
"Mb2782C",502,631,529,283,266,207
"Mb2278C",306,332,306,167,94,103
"Mb3593",771,1208,838,319,244,233
"Mb0972C",646,840,694,437,336,377
"Mb3052C",250,279,203,279,236,220
"Mb3688C",227,184,227,164,139,165
"Mb1599",513,680,566,316,183,235
"Mb1763C",342,220,316,145,137,120
"Mb1386",143,156,185,246,156,234
"Mb3683C",1005,1012,838,220,210,108
"Mb0978C",359,315,351,282,233,228
"Mb1181",285,203,275,256,184,196
"Mb2053C",1864,1055,1520,1790,292,1628
"Mb1988",322,344,317,329,284,272
"Mb3091C",367,314,318,403,294,276
"Mb3589C",603,877,707,368,263,263
"Mb0399",253,343,293,223,149,152
"Mb3724",413,357,360,172,172,151
"Mb3436C",246,285,260,451,303,458
"Mb2778C",232,217,218,269,234,228
"Mb0830",266,290,288,250,291,225
"Mb2368",499,438,470,467,466,340
"Mb0684",279,318,309,314,164,269
"Mb0084",566,308,428,473,104,525
"Mb3569",179,272,217,253,200,196
"Mb1975",200,242,172,218,233,153
"Mb2549C",100,79,87,274,146,280
"Mb2910C",573,532,491,138,107,129
"Mb1996",403,324,387,210,195,191
"Mb3862C",201,209,193,296,199,231
"Mb3928C",162,167,156,341,238,196
"Mb2014C",175,132,168,217,153,180
"Mb0853",638,436,550,435,390,324
"Mb0119",226,177,217,215,131,176
"Mb1746",526,485,406,313,248,216
"Mb2290C",99,95,118,216,185,182
"Mb2014A",100,80,86,222,161,171
"Mb3382C",234,241,178,199,119,112
"Mb3477C",250,279,243,166,137,162
"Mb0264C",115,118,120,246,195,205
"Mb3202C",1238,1207,1164,164,188,155
"Mb0351C",176,217,174,377,197,268
"BQ2027_PHEU",354,359,413,300,209,277
"Mb1196",301,309,287,457,268,371
"Mb0128",170,142,148,255,160,222
"Mb2391C",167,126,138,250,195,120
"Mb2042",355,387,382,304,241,268
"Mb1078",198,170,181,319,244,318
"Mb0121",462,326,446,250,210,225
"Mb3799C",224,294,281,381,256,345
"Mb2856C",378,464,374,292,246,207
"Mb3049C",291,325,243,289,182,263
"Mb0589C",394,295,391,700,150,606
"Mb2166C",517,436,451,276,233,240
"Mb2100C",349,258,344,564,401,490
"Mb1691",294,434,300,259,406,179
"Mb2762C",278,274,255,193,209,147
"Mb3794",226,257,315,218,182,194
"Mb1774C",141,195,157,287,224,211
"Mb1545",667,637,644,309,418,235
"Mb3227A",249,192,191,226,183,164
"Mb1973",168,272,186,252,258,175
"Mb2407C",210,203,212,463,173,439
"Mb3943",296,235,262,278,200,211
"Mb2288",203,222,215,437,308,225
"Mb1351C",648,594,584,265,263,207
"Mb3389",247,177,222,774,510,545
"Mb0631",232,280,290,300,182,216
"Mb2629",230,288,250,357,349,243
"BQ2027_LYSU",648,516,638,241,204,250
"Mb1488",131,121,130,298,322,202
"Mb1076",317,308,248,278,190,267
"Mb3595",474,692,544,413,282,253
"Mb2065C",328,375,332,238,153,196
"Mb3385C",119,92,111,205,135,97
"Mb0168",232,332,320,469,267,321
"Mb3200",1370,1209,1085,285,230,236
"Mb1055C",163,178,150,241,198,212
"Mb1505",291,295,326,274,220,195
"Mb3252",348,460,456,367,216,303
"Mb2252",97,148,136,272,187,190
"Mb1870C",187,223,245,261,230,234
"Mb0758",314,357,342,294,247,227
"Mb2192",269,295,347,296,234,240
"Mb1389C",424,519,532,287,191,247
"Mb2166A",298,306,311,414,285,414
"Mb0770",312,310,325,324,259,287
"Mb3418",245,275,218,295,240,176
"Mb2055C",1533,689,1009,808,124,794
"Mb1219",618,568,539,257,275,148
"Mb3094",255,232,227,237,205,174
"Mb1784C",240,203,210,208,168,205
"Mb2844C",145,102,102,117,149,107
"Mb0068C",568,558,501,188,156,217
"Mb1989C",153,128,154,221,237,228
"Mb2842C",263,246,169,163,175,130
"Mb2034C",185,160,193,156,128,165
"Mb1235C",186,208,194,202,149,159
"Mb0799C",636,490,509,275,211,259
"Mb2035",129,111,149,198,123,183
"Mb2999CA",65,76,66,287,141,210
"Mb1385",248,341,275,156,123,177
"Mb3344C",145,270,203,156,151,139
"Mb0919",311,404,327,283,193,255
"Mb0099",73,74,94,305,192,271
"Mb0072",237,184,224,183,144,111
"Mb1382C",268,289,267,353,304,339
"Mb0459C",227,203,268,218,180,228
"Mb2392",226,201,205,240,218,156
"Mb0849",338,302,345,203,168,169
"Mb0505",146,159,145,255,143,200
"Mb0626CA",244,246,278,272,255,253
"BQ2027_METT",172,170,183,186,141,213
"Mb1390C",568,513,614,238,155,212
"Mb0984A",364,178,249,305,232,228
"Mb2540C",321,316,263,338,171,274
"Mb3097",293,350,294,225,133,150
"Mb2406",87,98,99,209,173,166
"Mb2111",196,189,194,233,207,187
"Mb2096C",235,251,229,264,182,203
"Mb3546",361,373,353,181,121,140
"Mb3100C",569,467,566,257,168,245
"Mb1578",79,82,88,355,706,142
"Mb0676C",361,325,374,268,293,315
"Mb0337C",281,330,242,283,138,183
"Mb0330",236,201,230,286,203,264
"Mb3594",602,747,618,263,205,183
"Mb1929",91,97,132,275,238,201
"Mb3475C",198,167,200,231,189,126
"Mb0942",269,306,264,372,251,274
"Mb2410C",278,309,322,235,190,191
"BQ2027_METU",408,405,434,184,87,123
"Mb2679C",533,563,568,259,224,206
"Mb3209",237,214,215,122,102,84
"Mb0118",219,143,182,147,127,131
"Mb2308C",127,121,127,240,222,207
"Mb1404",239,269,252,222,283,143
"Mb3679C",394,424,412,169,205,136
"Mb1771",189,178,167,158,144,170
"Mb3641",237,266,287,381,328,278
"Mb3479",163,225,164,178,136,121
"Mb1814",344,329,329,234,245,244
"Mb2375C",403,329,357,233,168,193
"Mb2326C",267,277,263,207,182,186
"Mb0332",259,301,269,222,141,173
"Mb2848C",232,243,228,157,133,96
"Mb3359C",221,268,276,214,278,175
"Mb2101C",33,53,50,206,109,147
"Mb3106C",123,135,123,199,191,158
"Mb2600",162,196,199,157,141,125
"Mb0103",80,82,73,219,175,164
"Mb1393",468,521,533,218,145,165
"Mb2335C",203,183,183,285,215,246
"Mb3377C",153,155,113,209,174,67
"Mb0267C",225,283,220,212,152,133
"Mb3042C",118,119,144,149,161,130
"Mb2184C",68,81,64,111,73,42
"Mb3497C",371,380,345,195,124,169
"Mb3142",315,301,232,309,164,286
"Mb0410C",318,331,346,294,238,289
"Mb0611C",324,327,337,244,177,216
"Mb2328",139,137,137,207,148,150
"Mb0498",271,226,260,216,151,182
"Mb1753C",196,261,244,265,274,229
"Mb0302",183,225,203,189,222,205
"Mb0943",247,259,280,191,159,167
"Mb2329",143,123,110,179,124,98
"Mb2776C",135,171,160,217,131,165
"Mb2357C",180,239,240,219,125,217
"Mb0675C",362,268,327,163,141,162
"Mb0199C",253,269,270,190,176,182
"Mb2559AC",347,410,347,370,282,282
"Mb1835",121,116,81,61,51,49
"Mb3509C",257,327,272,250,207,202
"Mb1070C",342,288,331,171,119,145
"Mb3518",212,172,202,150,138,209
"Mb2089A",134,114,105,124,81,81
"Mb0375C",102,102,100,184,126,136
"Mb0911C",170,186,159,218,162,126
"Mb3681C",437,562,454,194,139,79
"Mb3776C",345,218,372,176,140,185
"Mb2463",252,291,260,148,143,177
"Mb1066C",218,152,214,197,146,167
"Mb3428",104,164,160,257,146,217
"Mb3219C",127,93,86,128,126,103
"Mb3449C",237,193,221,197,149,103
"Mb2307C",84,100,65,152,144,148
"Mb0312C",287,231,251,279,217,185
"Mb3366C",329,345,333,214,193,132
"Mb2780C",214,199,206,228,144,145
"Mb0786C",87,64,72,153,145,139
"Mb1786",124,146,128,142,90,87
"Mb1790C",258,253,250,227,212,93
"Mb1928",88,79,81,196,167,163
"Mb3918C",129,121,131,244,219,163
"Mb2479C",134,173,153,143,91,129
"Mb3088C",543,304,428,149,202,118
"Mb2277",64,74,75,253,227,147
"Mb1143",81,86,97,164,145,161
"Mb1750C",75,92,77,139,71,101
"Mb2345",167,169,169,165,137,133
"Mb2411C",165,189,192,184,177,153
"Mb0127",92,82,107,141,95,131
"Mb0866",148,175,154,142,91,100
"Mb0863C",99,112,111,129,111,94
"Mb0336C",175,147,157,187,114,178
"Mb3767C",9390,750,4382,323,252,239
"Mb2783C",172,223,200,156,116,115
"Mb3769C",171,147,179,114,174,106
"Mb2423",96,113,101,118,70,112
"Mb0685",188,197,230,208,126,163
"Mb3124C",155,121,162,167,212,157
"Mb1700C",144,103,130,119,78,105
"Mb1847",270,208,200,162,109,124
"Mb2031C",116,110,166,196,107,166
"Mb1610C",200,174,198,117,99,102
"Mb0623",487,386,414,92,100,108
"Mb0590C",124,133,149,143,79,61
"Mb1974",106,138,112,114,129,92
"Mb3508",145,181,145,145,173,115
"Mb0748C",132,152,162,245,216,196
"Mb1168",93,91,75,152,125,141
"Mb3498C",265,351,243,159,135,114
"Mb3187C",179,247,186,240,241,140
"Mb2846C",58,61,60,61,62,56
"Mb1438C",98,144,112,109,91,102
"Mb2934C",114,106,113,179,142,141
"Mb3148C",617,350,432,248,220,179
"Mb1983C",110,129,100,143,121,113
"Mb1832C",145,147,169,223,356,163
"Mb3153",372,273,349,228,64,323
"Mb0382C",67,69,83,96,127,71
"Mb1302C",209,227,220,174,170,122
"Mb2081C",257,184,214,157,108,115
"Mb1766C",215,247,245,175,120,151
"Mb0860C",79,74,103,103,67,94
"Mb3860C",417,347,358,240,183,185
"Mb2398C",198,140,164,154,89,157
"Mb1745",232,289,226,208,137,140
"Mb3775C",293,198,266,208,185,184
"Mb2577",284,239,264,249,169,238
"Mb1449",352,292,331,167,154,130
"Mb1474C",340,223,305,197,154,199
"Mb1064C",181,212,194,240,183,171
"Mb2251",121,131,120,167,112,139
"Mb3798C",89,88,63,211,123,159
"Mb1221",260,260,255,187,142,174
"Mb1795C",231,253,264,242,210,283
"Mb1394",259,290,239,238,144,161
"Mb1816",154,157,171,128,80,96
"Mb1697",119,133,140,138,121,135
"Mb2630",148,136,146,223,264,153
"Mb0546",74,116,129,154,167,114
"Mb1952C",270,280,272,177,157,87
"Mb3478",79,99,92,117,59,90
"Mb3828",184,163,186,155,115,104
